IP,MAC,First Seen,Last Seen,Total Traffic (bytes),Top DNS Queries
172.16.1.159,8c:94:1f:51:4b:56,2024-07-17 13:45:19.052321,2024-07-17 13:45:19.052324,0,
172.16.1.231,8c:94:1f:51:4b:56,2024-07-17 13:45:31.884429,2024-07-17 13:47:45.116368,0,
172.16.1.185,8c:94:1f:51:4b:56,2024-07-17 13:45:36.176354,2024-07-17 13:45:36.176355,0,
172.16.1.164,8c:94:1f:51:4b:56,2024-07-17 13:45:49.012620,2024-07-17 13:45:49.012623,0,
172.16.1.188,8c:94:1f:51:4b:56,2024-07-17 13:45:53.324423,2024-07-17 13:46:53.432565,0,
172.16.1.171,8c:94:1f:51:4b:56,2024-07-17 13:45:57.600636,2024-07-17 13:50:18.588246,0,
172.16.1.115,8c:94:1f:51:4b:56,2024-07-17 13:46:23.424701,2024-07-17 13:46:23.424703,0,
172.16.1.224,8c:94:1f:51:4b:56,2024-07-17 13:46:40.544393,2024-07-17 13:48:10.908472,0,
172.16.1.184,8c:94:1f:51:4b:56,2024-07-17 13:46:44.848233,2024-07-17 13:46:44.848235,0,
172.16.1.36,8c:94:1f:51:4b:56,2024-07-17 13:46:49.120398,2024-07-17 13:46:49.120399,0,
172.16.1.222,8c:94:1f:51:4b:56,2024-07-17 13:47:10.500476,2024-07-17 13:58:45.980845,0,
172.16.1.9,8c:94:1f:51:4b:56,2024-07-17 13:47:14.848249,2024-07-17 13:55:50.908188,0,
172.16.1.253,8c:94:1f:51:4b:56,2024-07-17 13:47:14.848256,2024-07-17 14:00:26.020390,0,
172.16.1.219,8c:94:1f:51:4b:56,2024-07-17 13:47:19.180627,2024-07-17 13:58:28.428149,0,
172.16.1.126,8c:94:1f:51:4b:56,2024-07-17 13:47:23.480700,2024-07-17 13:47:23.480702,0,
172.16.1.33,8c:94:1f:51:4b:56,2024-07-17 13:47:32.152411,2024-07-17 14:01:09.732291,0,
172.16.1.169,8c:94:1f:51:4b:56,2024-07-17 13:47:32.152420,2024-07-17 13:50:27.212537,0,
172.16.1.250,8c:94:1f:51:4b:56,2024-07-17 13:47:36.404379,2024-07-17 13:57:09.260103,0,
172.16.1.25,8c:94:1f:51:4b:56,2024-07-17 13:47:40.728382,2024-07-17 14:00:21.704377,0,
172.16.1.190,8c:94:1f:51:4b:56,2024-07-17 13:47:40.728389,2024-07-17 13:57:35.192313,0,
172.16.1.20,8c:94:1f:51:4b:56,2024-07-17 13:47:45.116359,2024-07-17 14:00:26.020361,0,
172.16.1.11,8c:94:1f:51:4b:56,2024-07-17 13:47:49.460553,2024-07-17 13:56:16.888067,0,
172.16.1.238,8c:94:1f:51:4b:56,2024-07-17 13:47:49.460567,2024-07-17 13:59:03.440272,0,
172.16.1.16,8c:94:1f:51:4b:56,2024-07-17 13:48:02.324588,2024-07-17 13:53:45.956304,0,
172.16.1.78,8c:94:1f:51:4b:56,2024-07-17 13:48:06.608202,2024-07-17 13:58:37.120334,0,
172.16.1.128,8c:94:1f:51:4b:56,2024-07-17 13:48:23.876270,2024-07-17 13:48:23.876271,0,
172.16.1.48,8c:94:1f:51:4b:56,2024-07-17 13:48:28.232470,2024-07-17 13:55:37.968136,0,
172.16.1.139,8c:94:1f:51:4b:56,2024-07-17 13:48:28.232482,2024-07-17 13:48:28.232486,0,
172.16.1.99,8c:94:1f:51:4b:56,2024-07-17 13:48:32.540437,2024-07-17 13:48:32.540440,0,
172.16.1.56,8c:94:1f:51:4b:56,2024-07-17 13:48:36.820209,2024-07-17 13:49:33.572230,0,
172.16.1.92,8c:94:1f:51:4b:56,2024-07-17 13:48:45.392414,2024-07-17 13:48:45.392418,0,
172.16.1.86,8c:94:1f:51:4b:56,2024-07-17 13:48:49.816131,2024-07-17 13:57:00.656441,0,
172.16.1.157,8c:94:1f:51:4b:56,2024-07-17 13:48:54.116536,2024-07-17 13:48:54.116539,0,
172.16.1.225,8c:94:1f:51:4b:56,2024-07-17 13:48:58.393834,2024-07-17 13:58:41.528173,0,
172.16.1.32,8c:94:1f:51:4b:56,2024-07-17 13:49:02.720143,2024-07-17 13:49:02.720144,0,
172.16.1.24,8c:94:1f:51:4b:56,2024-07-17 13:49:07.096255,2024-07-17 13:49:07.096257,0,
172.16.1.230,8c:94:1f:51:4b:56,2024-07-17 13:49:07.096262,2024-07-17 13:58:19.824281,0,
172.16.1.61,8c:94:1f:51:4b:56,2024-07-17 13:49:11.560359,2024-07-17 13:49:11.560361,0,
172.16.1.212,8c:94:1f:51:4b:56,2024-07-17 13:49:11.560365,2024-07-17 14:00:08.672269,0,
172.16.1.105,8c:94:1f:51:4b:56,2024-07-17 13:49:15.876302,2024-07-17 13:56:25.581676,0,
172.16.1.244,8c:94:1f:51:4b:56,2024-07-17 13:49:15.876309,2024-07-17 14:00:30.368373,0,
172.16.1.75,8c:94:1f:51:4b:56,2024-07-17 13:49:20.388081,2024-07-17 13:52:15.420317,0,
172.16.1.132,8c:94:1f:51:4b:56,2024-07-17 13:49:29.076359,2024-07-17 13:49:29.076362,0,
172.16.1.97,8c:94:1f:51:4b:56,2024-07-17 13:49:33.572233,2024-07-17 13:51:01.772290,0,
172.16.1.202,8c:94:1f:51:4b:56,2024-07-17 13:49:33.572239,2024-07-17 13:59:29.592292,0,
172.16.1.210,8c:94:1f:51:4b:56,2024-07-17 13:49:37.876179,2024-07-17 13:49:37.876201,0,
172.16.1.236,8c:94:1f:51:4b:56,2024-07-17 13:49:43.396281,2024-07-17 13:49:43.396304,0,
172.16.1.7,8c:94:1f:51:4b:56,2024-07-17 13:49:52.028568,2024-07-17 13:56:03.972445,0,
172.16.1.178,8c:94:1f:51:4b:56,2024-07-17 13:49:52.028574,2024-07-17 13:52:36.852330,0,
172.16.1.249,8c:94:1f:51:4b:56,2024-07-17 13:49:52.028577,2024-07-17 14:00:56.328238,0,
172.16.1.134,8c:94:1f:51:4b:56,2024-07-17 13:49:56.340548,2024-07-17 13:49:56.340550,0,
172.16.1.67,8c:94:1f:51:4b:56,2024-07-17 13:50:05.152209,2024-07-17 13:50:05.152234,0,
172.16.1.85,8c:94:1f:51:4b:56,2024-07-17 13:50:09.984095,2024-07-17 13:50:09.984112,0,
172.16.1.156,8c:94:1f:51:4b:56,2024-07-17 13:50:09.984119,2024-07-17 13:51:28.096197,0,
172.16.1.55,8c:94:1f:51:4b:56,2024-07-17 13:50:14.300234,2024-07-17 13:57:13.540242,0,
172.16.1.211,8c:94:1f:51:4b:56,2024-07-17 13:50:22.860325,2024-07-17 13:57:39.500066,0,
172.16.1.62,8c:94:1f:51:4b:56,2024-07-17 13:50:31.524207,2024-07-17 13:57:17.892369,0,
172.16.1.51,8c:94:1f:51:4b:56,2024-07-17 13:50:35.856374,2024-07-17 13:58:15.500208,0,
172.16.1.35,8c:94:1f:51:4b:56,2024-07-17 13:50:44.608216,2024-07-17 13:50:44.608236,0,
172.16.1.47,8c:94:1f:51:4b:56,2024-07-17 13:50:57.436240,2024-07-17 13:52:06.888176,0,
172.16.1.154,8c:94:1f:51:4b:56,2024-07-17 13:51:06.064269,2024-07-17 13:51:06.064270,0,
172.16.1.87,8c:94:1f:51:4b:56,2024-07-17 13:51:10.452688,2024-07-17 13:54:11.844042,0,
172.16.1.111,8c:94:1f:51:4b:56,2024-07-17 13:51:15.148376,2024-07-17 13:51:15.148378,0,
172.16.1.161,8c:94:1f:51:4b:56,2024-07-17 13:51:19.440378,2024-07-17 13:51:19.440380,0,
172.16.1.251,8c:94:1f:51:4b:56,2024-07-17 13:51:19.440387,2024-07-17 13:51:19.440389,0,
172.16.1.83,8c:94:1f:51:4b:56,2024-07-17 13:51:23.812371,2024-07-17 13:51:23.812372,0,
172.16.1.131,8c:94:1f:51:4b:56,2024-07-17 13:51:23.812377,2024-07-17 13:51:23.812379,0,
172.16.1.133,8c:94:1f:51:4b:56,2024-07-17 13:51:32.384464,2024-07-17 13:51:32.384467,0,
172.16.1.180,8c:94:1f:51:4b:56,2024-07-17 13:51:49.584260,2024-07-17 13:51:49.584261,0,
172.16.1.31,8c:94:1f:51:4b:56,2024-07-17 13:51:58.172362,2024-07-17 13:51:58.172364,0,
172.16.1.93,8c:94:1f:51:4b:56,2024-07-17 13:52:28.280567,2024-07-17 13:52:28.280570,0,
172.16.1.181,8c:94:1f:51:4b:56,2024-07-17 13:52:32.576464,2024-07-17 14:00:47.656133,0,
172.16.1.13,8c:94:1f:51:4b:56,2024-07-17 13:52:41.136173,2024-07-17 13:57:48.140111,0,
172.16.1.57,8c:94:1f:51:4b:56,2024-07-17 13:52:45.476424,2024-07-17 13:53:54.576321,0,
172.16.1.59,8c:94:1f:51:4b:56,2024-07-17 13:52:54.028508,2024-07-17 13:53:15.540492,0,
172.16.1.129,8c:94:1f:51:4b:56,2024-07-17 13:52:58.324355,2024-07-17 13:55:29.272175,0,
172.16.1.187,8c:94:1f:51:4b:56,2024-07-17 13:53:02.624284,2024-07-17 13:57:52.588299,0,
172.16.1.8,8c:94:1f:51:4b:56,2024-07-17 13:53:19.824252,2024-07-17 13:59:47.172327,0,
172.16.1.95,8c:94:1f:51:4b:56,2024-07-17 13:53:24.160269,2024-07-17 13:53:24.160271,0,
172.16.1.255,8c:94:1f:51:4b:56,2024-07-17 13:53:24.160277,2024-07-17 13:53:24.160279,0,
172.16.1.64,8c:94:1f:51:4b:56,2024-07-17 13:53:28.448366,2024-07-17 13:53:28.448368,0,
172.16.1.118,8c:94:1f:51:4b:56,2024-07-17 13:53:37.116305,2024-07-17 13:53:37.116326,0,
172.16.1.130,8c:94:1f:51:4b:56,2024-07-17 13:53:45.956330,2024-07-17 13:53:45.956332,0,
172.16.1.108,8c:94:1f:51:4b:56,2024-07-17 13:53:58.884170,2024-07-17 13:54:24.708327,0,
172.16.1.101,8c:94:1f:51:4b:56,2024-07-17 13:54:03.208330,2024-07-17 13:54:03.208332,0,
172.16.1.91,8c:94:1f:51:4b:56,2024-07-17 13:54:07.556260,2024-07-17 13:59:34.264296,0,
172.16.1.206,8c:94:1f:51:4b:56,2024-07-17 13:54:16.104140,2024-07-17 13:55:20.696356,0,
172.16.1.135,8c:94:1f:51:4b:56,2024-07-17 13:54:29.032323,2024-07-17 13:54:29.032324,0,
172.16.1.165,8c:94:1f:51:4b:56,2024-07-17 13:55:03.532213,2024-07-17 13:55:03.532215,0,
172.16.1.50,8c:94:1f:51:4b:56,2024-07-17 13:55:07.808503,2024-07-17 13:55:07.808504,0,
172.16.1.102,8c:94:1f:51:4b:56,2024-07-17 13:55:42.276341,2024-07-17 13:55:42.276343,0,
172.16.1.179,8c:94:1f:51:4b:56,2024-07-17 13:55:46.572224,2024-07-17 13:55:55.312281,0,
172.16.1.22,8c:94:1f:51:4b:56,2024-07-17 13:55:59.656386,2024-07-17 13:55:59.656388,0,
172.16.1.247,8c:94:1f:51:4b:56,2024-07-17 13:55:59.656392,2024-07-17 13:55:59.656394,0,
172.16.1.153,8c:94:1f:51:4b:56,2024-07-17 13:56:08.264349,2024-07-17 14:00:00.072239,0,
172.16.1.162,8c:94:1f:51:4b:56,2024-07-17 13:56:12.588126,2024-07-17 13:56:12.588128,0,
172.16.1.21,8c:94:1f:51:4b:56,2024-07-17 13:56:29.904335,2024-07-17 13:59:42.856230,0,
172.16.1.88,8c:94:1f:51:4b:56,2024-07-17 13:56:34.244038,2024-07-17 13:56:34.244040,0,
172.16.1.106,8c:94:1f:51:4b:56,2024-07-17 13:56:38.736083,2024-07-17 13:58:59.136254,0,
172.16.1.84,8c:94:1f:51:4b:56,2024-07-17 13:56:47.604137,2024-07-17 13:56:47.604152,0,
172.16.1.58,8c:94:1f:51:4b:56,2024-07-17 13:56:56.212246,2024-07-17 13:56:56.212247,0,
172.16.1.6,8c:94:1f:51:4b:56,2024-07-17 13:57:04.960359,2024-07-17 13:57:04.960362,0,
172.16.1.70,8c:94:1f:51:4b:56,2024-07-17 13:57:22.224341,2024-07-17 13:57:22.224343,0,
172.16.1.79,8c:94:1f:51:4b:56,2024-07-17 13:58:05.736059,2024-07-17 13:58:05.736061,0,
172.16.1.172,8c:94:1f:51:4b:56,2024-07-17 13:58:10.268490,2024-07-17 13:58:10.268492,0,
172.16.1.26,8c:94:1f:51:4b:56,2024-07-17 13:58:32.720466,2024-07-17 13:59:51.468324,0,
172.16.1.37,8c:94:1f:51:4b:56,2024-07-17 13:58:41.528167,2024-07-17 14:00:56.328218,0,
172.16.1.63,8c:94:1f:51:4b:56,2024-07-17 13:58:45.980838,2024-07-17 13:58:45.980839,0,
172.16.1.124,8c:94:1f:51:4b:56,2024-07-17 13:58:54.728048,2024-07-17 13:58:54.728066,0,
172.16.1.71,8c:94:1f:51:4b:56,2024-07-17 13:59:07.776178,2024-07-17 13:59:07.776180,0,
172.16.1.10,8c:94:1f:51:4b:56,2024-07-17 13:59:12.176979,2024-07-17 13:59:12.176997,0,
172.16.1.110,8c:94:1f:51:4b:56,2024-07-17 13:59:55.764281,2024-07-17 13:59:55.764302,0,
172.16.1.109,8c:94:1f:51:4b:56,2024-07-17 14:00:04.400285,2024-07-17 14:00:04.400310,0,
172.16.1.42,8c:94:1f:51:4b:56,2024-07-17 14:00:13.000059,2024-07-17 14:00:30.368344,0,
172.16.1.137,8c:94:1f:51:4b:56,2024-07-17 14:00:43.328593,2024-07-17 14:00:43.328595,0,
172.16.1.143,8c:94:1f:51:4b:56,2024-07-17 14:01:00.864074,2024-07-17 14:01:09.732317,0,
