IP,MAC,First Seen,Last Seen,Total Traffic (bytes),Top DNS Queries
172.16.2.97,8c:94:1f:51:4b:56,2024-07-17 13:41:10.484288,2024-07-17 13:49:50.500083,0,
172.16.2.44,8c:94:1f:51:4b:56,2024-07-17 13:41:14.796187,2024-07-17 13:41:14.796188,0,
172.16.2.15,8c:94:1f:51:4b:56,2024-07-17 13:41:19.104246,2024-07-17 13:54:32.876202,0,
172.16.2.75,8c:94:1f:51:4b:56,2024-07-17 13:41:23.400301,2024-07-17 13:41:49.652313,0,
172.16.2.73,8c:94:1f:51:4b:56,2024-07-17 13:41:27.700493,2024-07-17 13:41:27.700495,0,
172.16.2.46,8c:94:1f:51:4b:56,2024-07-17 13:41:32.088466,2024-07-17 13:41:32.088469,0,
172.16.2.230,8c:94:1f:51:4b:56,2024-07-17 13:41:32.088477,2024-07-17 13:53:10.256334,0,
172.16.2.135,8c:94:1f:51:4b:56,2024-07-17 13:41:36.544280,2024-07-17 13:52:18.568745,0,
172.16.2.70,8c:94:1f:51:4b:56,2024-07-17 13:41:40.896133,2024-07-17 13:54:19.845364,0,
172.16.2.77,8c:94:1f:51:4b:56,2024-07-17 13:41:45.284349,2024-07-17 13:49:23.868246,0,
172.16.2.7,8c:94:1f:51:4b:56,2024-07-17 13:41:53.972649,2024-07-17 13:54:15.532439,0,
172.16.2.248,8c:94:1f:51:4b:56,2024-07-17 13:41:53.972686,2024-07-17 13:41:53.972689,0,
172.16.2.190,8c:94:1f:51:4b:56,2024-07-17 13:41:58.264398,2024-07-17 13:48:09.956483,0,
172.16.2.162,8c:94:1f:51:4b:56,2024-07-17 13:42:02.552386,2024-07-17 13:42:02.552388,0,
172.16.2.23,8c:94:1f:51:4b:56,2024-07-17 13:42:11.192435,2024-07-17 13:42:11.192437,0,
172.16.2.197,8c:94:1f:51:4b:56,2024-07-17 13:42:11.192445,2024-07-17 13:53:36.744468,0,
172.16.2.19,8c:94:1f:51:4b:56,2024-07-17 13:42:15.512156,2024-07-17 13:54:54.412184,0,
172.16.2.85,8c:94:1f:51:4b:56,2024-07-17 13:42:19.856477,2024-07-17 13:49:28.180181,0,
172.16.2.140,8c:94:1f:51:4b:56,2024-07-17 13:42:24.120457,2024-07-17 13:58:27.764315,0,
172.16.2.88,8c:94:1f:51:4b:56,2024-07-17 13:42:28.424284,2024-07-17 13:56:59.800138,0,
172.16.2.250,8c:94:1f:51:4b:56,2024-07-17 13:42:28.424290,2024-07-17 13:42:28.424291,0,
172.16.2.28,8c:94:1f:51:4b:56,2024-07-17 13:42:32.820401,2024-07-17 13:42:32.820402,0,
172.16.2.134,8c:94:1f:51:4b:56,2024-07-17 13:42:37.096306,2024-07-17 13:42:37.096309,0,
172.16.2.72,8c:94:1f:51:4b:56,2024-07-17 13:42:41.444602,2024-07-17 14:00:12.752136,0,
172.16.2.151,8c:94:1f:51:4b:56,2024-07-17 13:42:41.444614,2024-07-17 13:43:16.128572,0,
172.16.2.236,8c:94:1f:51:4b:56,2024-07-17 13:42:41.444622,2024-07-17 13:56:20.652224,0,
172.16.2.82,8c:94:1f:51:4b:56,2024-07-17 13:42:45.756483,2024-07-17 13:42:45.756486,0,
172.16.2.42,8c:94:1f:51:4b:56,2024-07-17 13:42:50.232305,2024-07-17 13:42:50.232307,0,
172.16.2.231,8c:94:1f:51:4b:56,2024-07-17 13:42:50.232316,2024-07-17 13:59:38.252410,0,
172.16.2.102,8c:94:1f:51:4b:56,2024-07-17 13:42:54.556287,2024-07-17 13:47:22.000853,0,
172.16.2.33,8c:94:1f:51:4b:56,2024-07-17 13:42:58.948487,2024-07-17 13:42:58.948489,0,
172.16.2.171,8c:94:1f:51:4b:56,2024-07-17 13:42:58.948495,2024-07-17 13:52:35.836188,0,
172.16.2.146,8c:94:1f:51:4b:56,2024-07-17 13:43:03.256393,2024-07-17 13:58:53.808498,0,
172.16.2.133,8c:94:1f:51:4b:56,2024-07-17 13:43:07.568567,2024-07-17 13:43:07.568570,0,
172.16.2.191,8c:94:1f:51:4b:56,2024-07-17 13:43:11.864453,2024-07-17 13:54:41.520464,0,
172.16.2.90,8c:94:1f:51:4b:56,2024-07-17 13:43:20.488463,2024-07-17 13:50:12.536320,0,
172.16.2.206,8c:94:1f:51:4b:56,2024-07-17 13:43:37.748256,2024-07-17 13:43:37.748258,0,
172.16.2.204,8c:94:1f:51:4b:56,2024-07-17 13:43:42.036587,2024-07-17 13:54:06.948560,0,
172.16.2.193,8c:94:1f:51:4b:56,2024-07-17 13:43:46.344732,2024-07-17 13:53:01.656564,0,
172.16.2.195,8c:94:1f:51:4b:56,2024-07-17 13:43:50.624426,2024-07-17 13:56:46.860296,0,
172.16.2.192,8c:94:1f:51:4b:56,2024-07-17 13:43:54.928467,2024-07-17 13:45:08.032758,0,
172.16.2.220,8c:94:1f:51:4b:56,2024-07-17 13:44:03.517248,2024-07-17 13:44:03.517250,0,
172.16.2.208,8c:94:1f:51:4b:56,2024-07-17 13:44:07.808545,2024-07-17 13:54:11.240519,0,
172.16.2.182,8c:94:1f:51:4b:56,2024-07-17 13:44:16.364665,2024-07-17 13:57:39.048176,0,
172.16.2.213,8c:94:1f:51:4b:56,2024-07-17 13:44:20.648397,2024-07-17 13:59:59.760285,0,
172.16.2.141,8c:94:1f:51:4b:56,2024-07-17 13:44:29.328276,2024-07-17 13:44:29.328277,0,
172.16.2.212,8c:94:1f:51:4b:56,2024-07-17 13:44:37.988448,2024-07-17 13:56:38.108279,0,
172.16.2.178,8c:94:1f:51:4b:56,2024-07-17 13:44:59.444469,2024-07-17 13:59:11.688184,0,
172.16.2.94,8c:94:1f:51:4b:56,2024-07-17 13:45:20.936476,2024-07-17 13:45:20.936478,0,
172.16.2.217,8c:94:1f:51:4b:56,2024-07-17 13:45:29.524473,2024-07-17 13:45:38.100500,0,
172.16.2.177,8c:94:1f:51:4b:56,2024-07-17 13:45:42.408634,2024-07-17 13:48:40.240491,0,
172.16.2.158,8c:94:1f:51:4b:56,2024-07-17 13:45:46.792332,2024-07-17 13:46:38.904659,0,
172.16.2.189,8c:94:1f:51:4b:56,2024-07-17 13:46:17.340246,2024-07-17 13:52:01.300229,0,
172.16.2.214,8c:94:1f:51:4b:56,2024-07-17 13:46:21.600623,2024-07-17 13:58:05.116256,0,
172.16.2.180,8c:94:1f:51:4b:56,2024-07-17 13:46:25.920351,2024-07-17 13:46:25.920353,0,
172.16.2.183,8c:94:1f:51:4b:56,2024-07-17 13:46:34.532669,2024-07-17 13:46:34.532672,0,
172.16.2.170,8c:94:1f:51:4b:56,2024-07-17 13:46:51.812333,2024-07-17 13:50:34.237013,0,
172.16.2.186,8c:94:1f:51:4b:56,2024-07-17 13:47:04.724517,2024-07-17 13:51:43.900346,0,
172.16.2.83,8c:94:1f:51:4b:56,2024-07-17 13:47:13.436329,2024-07-17 13:47:13.436331,0,
172.16.2.104,8c:94:1f:51:4b:56,2024-07-17 13:47:17.712529,2024-07-17 13:47:17.712531,0,
172.16.2.221,8c:94:1f:51:4b:56,2024-07-17 13:47:17.712537,2024-07-17 13:48:14.240262,0,
172.16.2.64,8c:94:1f:51:4b:56,2024-07-17 13:47:26.408468,2024-07-17 13:53:49.736358,0,
172.16.2.219,8c:94:1f:51:4b:56,2024-07-17 13:47:30.680433,2024-07-17 13:49:10.596337,0,
172.16.2.150,8c:94:1f:51:4b:56,2024-07-17 13:47:43.960375,2024-07-17 13:47:43.960377,0,
172.16.2.106,8c:94:1f:51:4b:56,2024-07-17 13:47:52.576389,2024-07-17 13:47:52.576391,0,
172.16.2.149,8c:94:1f:51:4b:56,2024-07-17 13:48:01.220372,2024-07-17 13:54:24.144112,0,
172.16.2.156,8c:94:1f:51:4b:56,2024-07-17 13:48:05.592357,2024-07-17 13:57:34.700382,0,
172.16.2.222,8c:94:1f:51:4b:56,2024-07-17 13:48:18.524512,2024-07-17 13:54:45.796267,0,
172.16.2.164,8c:94:1f:51:4b:56,2024-07-17 13:48:22.832369,2024-07-17 13:48:22.832371,0,
172.16.2.49,8c:94:1f:51:4b:56,2024-07-17 13:48:27.384621,2024-07-17 13:53:14.540232,0,
172.16.2.130,8c:94:1f:51:4b:56,2024-07-17 13:48:27.384627,2024-07-17 13:53:23.348031,0,
172.16.2.198,8c:94:1f:51:4b:56,2024-07-17 13:48:44.548496,2024-07-17 13:58:32.068350,0,
172.16.2.172,8c:94:1f:51:4b:56,2024-07-17 13:48:48.884499,2024-07-17 14:00:34.291160,0,
172.16.2.69,8c:94:1f:51:4b:56,2024-07-17 13:48:53.240350,2024-07-17 13:48:53.240351,0,
172.16.2.36,8c:94:1f:51:4b:56,2024-07-17 13:48:57.596109,2024-07-17 13:53:32.456368,0,
172.16.2.71,8c:94:1f:51:4b:56,2024-07-17 13:49:01.924104,2024-07-17 13:59:42.548410,0,
172.16.2.93,8c:94:1f:51:4b:56,2024-07-17 13:49:14.920367,2024-07-17 13:49:14.920368,0,
172.16.2.244,8c:94:1f:51:4b:56,2024-07-17 13:49:14.920373,2024-07-17 13:49:14.920375,0,
172.16.2.79,8c:94:1f:51:4b:56,2024-07-17 13:49:19.456593,2024-07-17 13:58:58.632630,0,
172.16.2.179,8c:94:1f:51:4b:56,2024-07-17 13:49:19.456599,2024-07-17 13:49:19.456600,0,
172.16.2.215,8c:94:1f:51:4b:56,2024-07-17 13:49:28.180185,2024-07-17 13:49:28.180187,0,
172.16.2.116,8c:94:1f:51:4b:56,2024-07-17 13:49:32.576113,2024-07-17 14:00:51.616206,0,
172.16.2.238,8c:94:1f:51:4b:56,2024-07-17 13:49:37.364391,2024-07-17 13:49:37.364393,0,
172.16.2.78,8c:94:1f:51:4b:56,2024-07-17 13:49:41.748300,2024-07-17 13:59:07.320281,0,
172.16.2.52,8c:94:1f:51:4b:56,2024-07-17 13:49:46.068277,2024-07-17 13:49:46.068278,0,
172.16.2.47,8c:94:1f:51:4b:56,2024-07-17 13:50:03.808515,2024-07-17 13:52:44.432157,0,
172.16.2.168,8c:94:1f:51:4b:56,2024-07-17 13:50:03.808521,2024-07-17 13:56:33.640420,0,
172.16.2.68,8c:94:1f:51:4b:56,2024-07-17 13:50:21.132065,2024-07-17 14:00:17.052292,0,
172.16.2.114,8c:94:1f:51:4b:56,2024-07-17 13:50:25.576044,2024-07-17 13:50:25.576064,0,
172.16.2.123,8c:94:1f:51:4b:56,2024-07-17 13:50:38.544385,2024-07-17 13:57:17.348301,0,
172.16.2.245,8c:94:1f:51:4b:56,2024-07-17 13:50:42.912535,2024-07-17 13:51:22.008221,0,
172.16.2.39,8c:94:1f:51:4b:56,2024-07-17 13:50:47.216354,2024-07-17 13:50:47.216356,0,
172.16.2.57,8c:94:1f:51:4b:56,2024-07-17 13:50:51.788119,2024-07-17 13:50:51.788141,0,
172.16.2.154,8c:94:1f:51:4b:56,2024-07-17 13:50:56.108224,2024-07-17 13:50:56.108243,0,
172.16.2.144,8c:94:1f:51:4b:56,2024-07-17 13:51:00.484287,2024-07-17 13:55:37.437167,0,
172.16.2.121,8c:94:1f:51:4b:56,2024-07-17 13:51:17.712404,2024-07-17 13:56:03.336130,0,
172.16.2.13,8c:94:1f:51:4b:56,2024-07-17 13:51:22.008199,2024-07-17 13:51:22.008215,0,
172.16.2.157,8c:94:1f:51:4b:56,2024-07-17 13:51:30.692767,2024-07-17 14:00:29.976350,0,
172.16.2.61,8c:94:1f:51:4b:56,2024-07-17 13:51:35.176684,2024-07-17 13:51:35.176686,0,
172.16.2.122,8c:94:1f:51:4b:56,2024-07-17 13:51:35.176693,2024-07-17 13:51:35.176695,0,
172.16.2.199,8c:94:1f:51:4b:56,2024-07-17 13:51:35.176700,2024-07-17 14:00:04.056804,0,
172.16.2.86,8c:94:1f:51:4b:56,2024-07-17 13:51:43.900340,2024-07-17 14:00:42.884178,0,
172.16.2.65,8c:94:1f:51:4b:56,2024-07-17 13:51:48.420209,2024-07-17 13:56:38.108254,0,
172.16.2.147,8c:94:1f:51:4b:56,2024-07-17 13:51:48.420239,2024-07-17 13:51:48.420241,0,
172.16.2.129,8c:94:1f:51:4b:56,2024-07-17 13:51:52.712101,2024-07-17 13:59:16.088327,0,
172.16.2.202,8c:94:1f:51:4b:56,2024-07-17 13:51:57.012395,2024-07-17 13:58:19.084412,0,
172.16.2.17,8c:94:1f:51:4b:56,2024-07-17 13:52:05.588263,2024-07-17 13:52:05.588265,0,
172.16.2.20,8c:94:1f:51:4b:56,2024-07-17 13:52:09.884288,2024-07-17 13:52:09.884290,0,
172.16.2.74,8c:94:1f:51:4b:56,2024-07-17 13:52:14.240122,2024-07-17 13:52:14.240123,0,
172.16.2.216,8c:94:1f:51:4b:56,2024-07-17 13:52:31.560362,2024-07-17 13:52:31.560363,0,
172.16.2.21,8c:94:1f:51:4b:56,2024-07-17 13:52:40.129146,2024-07-17 13:58:14.804560,0,
172.16.2.67,8c:94:1f:51:4b:56,2024-07-17 13:52:53.024291,2024-07-17 13:58:40.684281,0,
172.16.2.232,8c:94:1f:51:4b:56,2024-07-17 13:53:14.540236,2024-07-17 13:53:14.540237,0,
172.16.2.226,8c:94:1f:51:4b:56,2024-07-17 13:53:18.876244,2024-07-17 13:53:18.876245,0,
172.16.2.119,8c:94:1f:51:4b:56,2024-07-17 13:53:32.456372,2024-07-17 13:53:32.456373,0,
172.16.2.53,8c:94:1f:51:4b:56,2024-07-17 13:53:41.116658,2024-07-17 13:56:29.320214,0,
172.16.2.127,8c:94:1f:51:4b:56,2024-07-17 13:53:45.412346,2024-07-17 13:53:45.412348,0,
172.16.2.203,8c:94:1f:51:4b:56,2024-07-17 13:54:32.876220,2024-07-17 13:58:23.412501,0,
172.16.2.31,8c:94:1f:51:4b:56,2024-07-17 13:54:50.120329,2024-07-17 14:00:08.372139,0,
172.16.2.115,8c:94:1f:51:4b:56,2024-07-17 13:54:58.700317,2024-07-17 13:54:58.700319,0,
172.16.2.169,8c:94:1f:51:4b:56,2024-07-17 13:55:03.040336,2024-07-17 13:55:46.144661,0,
172.16.2.26,8c:94:1f:51:4b:56,2024-07-17 13:55:07.320245,2024-07-17 13:58:58.632624,0,
172.16.2.225,8c:94:1f:51:4b:56,2024-07-17 13:55:20.172652,2024-07-17 13:55:20.172655,0,
172.16.2.124,8c:94:1f:51:4b:56,2024-07-17 13:55:28.804354,2024-07-17 13:55:28.804356,0,
172.16.2.161,8c:94:1f:51:4b:56,2024-07-17 13:55:33.132178,2024-07-17 13:57:56.456631,0,
172.16.2.228,8c:94:1f:51:4b:56,2024-07-17 13:55:54.752469,2024-07-17 13:55:54.752471,0,
172.16.2.41,8c:94:1f:51:4b:56,2024-07-17 13:56:07.636034,2024-07-17 13:56:07.636051,0,
172.16.2.11,8c:94:1f:51:4b:56,2024-07-17 13:56:20.652217,2024-07-17 13:56:55.464302,0,
172.16.2.92,8c:94:1f:51:4b:56,2024-07-17 13:56:42.503987,2024-07-17 13:56:42.504003,0,
172.16.2.55,8c:94:1f:51:4b:56,2024-07-17 13:57:04.160444,2024-07-17 13:57:04.160447,0,
172.16.2.63,8c:94:1f:51:4b:56,2024-07-17 13:57:08.520147,2024-07-17 13:57:08.520148,0,
172.16.2.25,8c:94:1f:51:4b:56,2024-07-17 13:57:12.960281,2024-07-17 13:57:12.960301,0,
172.16.2.118,8c:94:1f:51:4b:56,2024-07-17 13:57:43.424173,2024-07-17 13:57:43.424174,0,
172.16.2.155,8c:94:1f:51:4b:56,2024-07-17 13:57:47.732140,2024-07-17 13:57:47.732164,0,
172.16.2.66,8c:94:1f:51:4b:56,2024-07-17 13:58:00.784328,2024-07-17 13:58:00.784330,0,
172.16.2.107,8c:94:1f:51:4b:56,2024-07-17 13:58:09.480878,2024-07-17 13:58:09.480899,0,
172.16.2.35,8c:94:1f:51:4b:56,2024-07-17 13:58:36.368268,2024-07-17 13:58:36.368271,0,
172.16.2.159,8c:94:1f:51:4b:56,2024-07-17 13:59:24.752278,2024-07-17 13:59:24.752280,0,
172.16.2.223,8c:94:1f:51:4b:56,2024-07-17 13:59:29.072320,2024-07-17 13:59:29.072322,0,
172.16.2.76,8c:94:1f:51:4b:56,2024-07-17 13:59:46.844116,2024-07-17 13:59:46.844130,0,
172.16.2.87,8c:94:1f:51:4b:56,2024-07-17 14:00:21.356459,2024-07-17 14:00:21.356478,0,
172.16.2.109,8c:94:1f:51:4b:56,2024-07-17 14:00:25.644158,2024-07-17 14:00:25.644182,0,
172.16.2.40,8c:94:1f:51:4b:56,2024-07-17 14:00:38.580407,2024-07-17 14:00:38.580408,0,
172.16.2.125,8c:94:1f:51:4b:56,2024-07-17 14:00:47.204350,2024-07-17 14:00:47.204353,0,
172.16.2.38,8c:94:1f:51:4b:56,2024-07-17 14:01:00.476122,2024-07-17 14:01:00.476142,0,
172.16.2.138,8c:94:1f:51:4b:56,2024-07-17 14:01:09.112230,2024-07-17 14:01:09.112231,0,
